"","Date","Max.TemperatureF","Mean.TemperatureF","Min.TemperatureF","Max.Dew.PointF","MeanDew.PointF","Min.DewpointF","Max.Humidity","Mean.Humidity","Min.Humidity","Max.Sea.Level.PressureIn","Mean.Sea.Level.PressureIn","Min.Sea.Level.PressureIn","Max.VisibilityMiles","Mean.VisibilityMiles","Min.VisibilityMiles","Max.Wind.SpeedMPH","Mean.Wind.SpeedMPH","Max.Gust.SpeedMPH","PrecipitationIn","CloudCover","Events","WindDirDegrees.br...","city","season"
"6555",2014-09-25,"82","76","71","75","69","63","94","81","61","29.86","29.65","29.50","6","6","3","30","23","43","0.00","5","Rain","190<br />","Tokyo (JPN)","Autumn"
"6556",2014-09-26,"80","74","68","73","63","59","88","72","54","30.12","29.92","29.53","6","6","6","24","14","","0.00","3","Rain","52<br />","Tokyo (JPN)","Autumn"
"6557",2014-09-27,"73","68","64","61","58","55","78","70","60","30.18","30.09","30.01","6","6","6","21","17","","0.00","4","","22<br />","Tokyo (JPN)","Autumn"
"6558",2014-09-28,"77","70","64","63","60","55","77","69","57","30.01","29.87","29.77","6","6","6","21","16","30","0.00","3","","15<br />","Tokyo (JPN)","Autumn"
"6559",2014-09-29,"80","74","69","64","59","55","78","62","42","29.83","29.77","29.71","6","6","6","20","15","","0.00","3","","40<br />","Tokyo (JPN)","Autumn"
"6560",2014-09-30,"78","73","68","68","63","57","83","69","57","29.95","29.87","29.83","6","6","6","13","8","","0.00","3","Rain","141<br />","Tokyo (JPN)","Autumn"
"6561",2014-10-01,"78","73","68","70","65","61","94","83","61","30.06","30.00","29.83","6","6","4","20","9","","0.00","6","Rain","45<br />","Tokyo (JPN)","Autumn"
"6562",2014-10-02,"71","68","66","68","64","61","94","83","73","30.04","29.94","29.80","6","6","3","14","7","","0.00","6","Rain","98<br />","Tokyo (JPN)","Autumn"
"6563",2014-10-03,"82","76","71","72","69","64","94","77","61","29.80","29.71","29.65","6","6","5","26","16","36","0.00","1","","191<br />","Tokyo (JPN)","Autumn"
"6564",2014-10-04,"77","75","73","72","65","63","94","74","69","30.06","29.89","29.71","6","6","6","17","8","","0.00","5","","66<br />","Tokyo (JPN)","Autumn"
"6565",2014-10-05,"71","66","60","64","61","59","100","91","64","30.15","30.04","29.80","6","3","2","25","18","","0.00","6","Rain-Thunderstorm","13<br />","Tokyo (JPN)","Autumn"
"6566",2014-10-06,"78","69","60","73","65","55","100","91","50","29.83","29.38","28.77","6","3","0","53","19","70","0.00","5","Rain-Thunderstorm","328<br />","Tokyo (JPN)","Autumn"
"6567",2014-10-07,"71","68","64","63","58","55","88","73","60","30.15","30.01","29.77","6","6","6","18","15","","0.00","5","Rain","64<br />","Tokyo (JPN)","Autumn"
"6568",2014-10-08,"71","66","62","61","58","54","83","71","53","30.18","30.15","30.12","6","6","6","15","8","","0.00","4","","49<br />","Tokyo (JPN)","Autumn"
"6569",2014-10-09,"71","68","64","63","60","57","88","75","60","30.21","30.17","30.15","6","6","6","13","8","","0.00","6","Rain","72<br />","Tokyo (JPN)","Autumn"
"6570",2014-10-10,"77","70","64","64","59","55","94","66","50","30.15","30.10","30.06","6","6","6","17","7","","0.00","1","","219<br />","Tokyo (JPN)","Autumn"
"6571",2014-10-11,"69","66","64","63","59","55","88","73","60","30.27","30.17","30.09","6","6","6","17","12","","0.00","2","","66<br />","Tokyo (JPN)","Autumn"
"6572",2014-10-12,"68","65","62","55","53","50","77","66","52","30.30","30.23","30.12","6","6","6","15","10","","0.00","4","","72<br />","Tokyo (JPN)","Autumn"
"6573",2014-10-13,"75","68","60","72","61","54","100","87","68","30.12","29.72","29.21","6","4","1","38","11","51","0.00","6","Rain","48<br />","Tokyo (JPN)","Autumn"
"6574",2014-10-14,"80","73","66","72","58","46","94","61","37","29.86","29.42","29.06","6","6","2","40","26","58","0.00","4","Rain","313<br />","Tokyo (JPN)","Autumn"
"6575",2014-10-15,"66","62","57","54","50","45","82","67","52","30.09","30.01","29.86","6","6","6","20","14","","0.00","6","Rain","21<br />","Tokyo (JPN)","Autumn"
"6576",2014-10-16,"66","62","57","61","54","48","94","75","63","30.06","29.99","29.89","6","6","6","16","11","","0.00","4","Rain","29<br />","Tokyo (JPN)","Autumn"
"6577",2014-10-17,"73","65","57","59","48","36","100","60","31","30.12","29.99","29.89","6","6","4","20","8","","0.00","2","","342<br />","Tokyo (JPN)","Autumn"
"6578",2014-10-18,"68","62","57","54","44","37","68","51","37","30.27","30.19","30.12","6","6","6","17","11","","0.00","2","","42<br />","Tokyo (JPN)","Autumn"
"6579",2014-10-19,"69","64","59","57","50","45","82","61","46","30.36","30.31","30.27","6","6","6","12","7","","0.00","2","","46<br />","Tokyo (JPN)","Autumn"
"6580",2014-10-20,"75","68","60","59","57","54","83","69","53","30.30","30.22","30.15","6","6","6","17","6","","0.00","4","Rain","291<br />","Tokyo (JPN)","Autumn"
"6581",2014-10-21,"71","66","62","66","62","57","94","84","73","30.15","30.01","29.86","6","6","2","21","8","32","0.00","5","Rain","181<br />","Tokyo (JPN)","Autumn"
"6582",2014-10-22,"71","64","57","64","60","55","100","92","73","29.98","29.87","29.80","6","4","1","23","16","31","0.00","6","Rain","18<br />","Tokyo (JPN)","Autumn"
"6583",2014-10-23,"59","57","55","55","53","50","94","83","72","30.12","30.05","29.95","6","6","5","22","18","","0.00","6","Rain","12<br />","Tokyo (JPN)","Autumn"
"6584",2014-10-24,"66","62","57","55","52","50","82","70","56","30.21","30.15","30.09","6","6","6","14","8","","0.00","3","Rain","51<br />","Tokyo (JPN)","Autumn"
"6585",2014-10-25,"68","62","55","63","57","52","94","80","64","30.24","30.19","30.15","6","6","4","9","5","","0.00","2","","63<br />","Tokyo (JPN)","Autumn"
"6586",2014-10-26,"75","68","62","64","60","54","94","78","65","30.18","30.08","29.95","6","6","5","12","5","","0.00","5","Rain","97<br />","Tokyo (JPN)","Autumn"
"6587",2014-10-27,"73","66","60","66","56","41","100","72","45","29.95","29.84","29.74","6","6","4","29","9","38","0.00","3","","322<br />","Tokyo (JPN)","Autumn"
"6588",2014-10-28,"66","62","57","43","35","30","55","39","28","30.15","30.03","29.89","6","6","6","26","19","39","0.00","1","","342<br />","Tokyo (JPN)","Autumn"
"6589",2014-10-29,"68","60","53","55","39","30","82","45","30","30.27","30.20","30.15","6","6","6","15","10","","0.00","1","","324<br />","Tokyo (JPN)","Autumn"
"6590",2014-10-30,"68","60","53","61","48","39","88","62","48","30.36","30.31","30.27","6","6","6","10","7","","0.00","2","","45<br />","Tokyo (JPN)","Autumn"
"6591",2014-10-31,"68","64","60","61","55","48","94","72","59","30.27","30.21","30.15","6","6","4","8","5","","0.00","6","Rain","13<br />","Tokyo (JPN)","Autumn"
"6592",2014-11-01,"66","63","60","61","59","55","100","88","73","30.15","30.01","29.83","6","3","1","12","6","","0.00","6","Rain","7<br />","Tokyo (JPN)","Autumn"
"6593",2014-11-02,"71","66","60","66","62","57","94","82","60","29.83","29.62","29.44","6","6","4","28","10","38","0.00","5","Rain","214<br />","Tokyo (JPN)","Autumn"
"6594",2014-11-03,"71","65","59","61","46","34","88","51","35","29.86","29.64","29.44","6","6","6","22","14","33","0.00","4","","349<br />","Tokyo (JPN)","Autumn"
"6595",2014-11-04,"66","60","55","50","40","34","63","47","35","30.21","30.06","29.89","6","6","6","18","13","","0.00","1","","12<br />","Tokyo (JPN)","Autumn"
"6596",2014-11-05,"62","58","55","52","46","39","68","59","51","30.24","30.18","30.09","6","6","6","17","13","","0.00","4","Rain","356<br />","Tokyo (JPN)","Autumn"
"6597",2014-11-06,"68","64","59","63","56","48","94","77","63","30.09","29.95","29.80","6","6","3","15","11","","0.00","6","Rain","360<br />","Tokyo (JPN)","Autumn"
"6598",2014-11-07,"69","64","59","57","44","37","77","48","35","30.27","30.03","29.77","6","6","6","22","14","","0.00","3","","345<br />","Tokyo (JPN)","Autumn"
"6599",2014-11-08,"59","58","57","50","42","37","72","55","45","30.36","30.30","30.27","6","6","6","16","11","","0.00","6","Rain","351<br />","Tokyo (JPN)","Autumn"
"6600",2014-11-09,"62","60","57","55","52","48","88","78","67","30.27","30.14","30.01","6","6","4","10","6","","0.00","6","Rain","358<br />","Tokyo (JPN)","Autumn"
"6601",2014-11-10,"69","63","57","59","53","46","94","71","43","30.06","29.99","29.95","6","6","3","16","7","","0.00","4","Rain","25<br />","Tokyo (JPN)","Autumn"
"6602",2014-11-11,"60","58","57","50","47","43","72","64","55","30.06","29.98","29.89","6","6","6","17","12","","0.00","6","Rain","358<br />","Tokyo (JPN)","Autumn"
"6603",2014-11-12,"64","58","53","57","52","45","94","82","55","29.86","29.71","29.59","6","5","3","13","7","","0.00","4","Rain","1<br />","Tokyo (JPN)","Autumn"
"6604",2014-11-13,"68","60","53","50","37","27","82","45","29","29.86","29.67","29.56","6","6","6","21","11","","0.00","1","","271<br />","Tokyo (JPN)","Autumn"
"6605",2014-11-14,"59","52","46","43","32","25","63","43","33","30.01","29.95","29.89","6","6","6","13","7","","0.00","1","","261<br />","Tokyo (JPN)","Autumn"
"6606",2014-11-15,"60","54","48","39","32","27","62","42","29","30.21","30.09","30.01","6","6","6","17","8","","0.00","1","","342<br />","Tokyo (JPN)","Autumn"
"6607",2014-11-16,"59","54","50","43","36","28","63","50","41","30.27","30.20","30.15","6","6","6","17","11","","0.00","3","","58<br />","Tokyo (JPN)","Autumn"
"6608",2014-11-17,"60","55","50","46","40","36","67","57","47","30.15","30.04","29.92","6","6","6","21","8","31","0.00","4","","304<br />","Tokyo (JPN)","Autumn"
"6609",2014-11-18,"60","55","50","41","33","27","62","44","29","30.12","30.02","29.92","6","6","6","22","13","34","0.00","3","Rain","340<br />","Tokyo (JPN)","Autumn"
"6610",2014-11-19,"59","54","50","37","29","23","58","39","29","30.30","30.19","30.12","6","6","6","20","15","31","0.00","1","","346<br />","Tokyo (JPN)","Autumn"
"6611",2014-11-20,"53","50","46","48","41","32","94","73","54","30.33","30.28","30.24","6","5","2","15","9","","0.00","4","Rain","341<br />","Tokyo (JPN)","Autumn"
"6612",2014-11-21,"60","54","48","52","46","39","88","73","58","30.33","30.28","30.24","6","6","6","14","9","","0.00","3","","7<br />","Tokyo (JPN)","Autumn"
"6613",2014-11-22,"62","56","51","54","48","43","88","72","59","30.27","30.18","30.12","6","6","6","12","6","","0.00","2","","347<br />","Tokyo (JPN)","Autumn"
"6614",2014-11-23,"64","57","50","54","46","39","77","66","48","30.24","30.15","30.12","6","6","5","17","8","","0.00","1","","13<br />","Tokyo (JPN)","Autumn"
"6615",2014-11-24,"59","56","53","48","46","43","77","68","59","30.24","30.13","30.01","6","6","6","12","8","","0.00","4","","3<br />","Tokyo (JPN)","Autumn"
"6616",2014-11-25,"55","52","50","52","49","45","94","87","76","30.01","29.96","29.92","6","5","2","24","8","","0.00","5","Rain","346<br />","Tokyo (JPN)","Autumn"
"6617",2014-11-26,"50","49","48","48","47","45","94","90","82","29.98","29.93","29.86","6","4","2","29","20","40","0.00","6","Rain","340<br />","Tokyo (JPN)","Autumn"
"6618",2014-11-27,"60","55","50","52","47","43","87","74","59","30.24","30.09","29.92","6","6","6","20","11","","0.00","2","Rain","36<br />","Tokyo (JPN)","Autumn"
"6619",2014-11-28,"60","56","53","57","52","50","94","83","72","30.30","30.21","30.09","6","6","6","14","5","","0.00","5","Rain","55<br />","Tokyo (JPN)","Autumn"
"6620",2014-11-29,"68","60","53","63","54","50","100","90","77","30.09","29.92","29.83","6","4","2","20","7","26","0.00","3","Rain","353<br />","Tokyo (JPN)","Autumn"
"6621",2014-11-30,"60","58","55","55","53","50","94","81","68","30.09","29.98","29.86","6","6","5","14","9","","0.00","3","Rain","61<br />","Tokyo (JPN)","Autumn"
"6622",2014-12-01,"66","60","55","61","56","50","100","93","77","29.83","29.50","29.27","6","4","1","16","6","25","0.00","5","Rain","310<br />","Tokyo (JPN)","Autumn"
"6623",2014-12-02,"57","50","44","48","31","23","72","45","31","29.77","29.58","29.39","6","6","6","26","19","39","0.00","1","","235<br />","Tokyo (JPN)","Autumn"
"6624",2014-12-03,"55","48","42","27","23","18","49","36","26","29.98","29.89","29.77","6","6","6","26","18","34","0.00","1","","225<br />","Tokyo (JPN)","Autumn"
"6625",2014-12-04,"57","52","48","48","41","27","94","67","40","29.95","29.81","29.65","6","6","4","24","14","32","0.00","6","Rain","234<br />","Tokyo (JPN)","Autumn"
"6626",2014-12-05,"57","50","44","41","32","19","81","54","27","29.74","29.65","29.59","6","6","6","16","8","","0.00","3","","287<br />","Tokyo (JPN)","Autumn"
"6627",2014-12-06,"48","42","37","30","26","21","61","51","34","29.86","29.77","29.71","6","6","6","15","8","","0.00","2","","336<br />","Tokyo (JPN)","Autumn"
"6628",2014-12-07,"51","43","35","28","23","18","70","44","28","30.21","30.07","29.86","6","6","6","14","9","","0.00","2","","335<br />","Tokyo (JPN)","Autumn"
"6629",2014-12-08,"50","46","41","37","31","25","66","54","49","30.30","30.22","30.18","6","6","6","14","7","","0.00","3","","22<br />","Tokyo (JPN)","Autumn"
"6630",2014-12-09,"55","48","42","34","28","21","66","47","33","30.30","30.21","30.12","6","6","6","29","12","39","0.00","1","","341<br />","Tokyo (JPN)","Autumn"
"6631",2014-12-10,"51","46","42","36","26","19","54","44","35","30.39","30.30","30.21","6","6","6","22","11","","0.00","4","Rain","2<br />","Tokyo (JPN)","Autumn"
"6632",2014-12-11,"62","53","44","59","47","30","94","75","53","30.18","29.85","29.65","6","6","3","25","9","37","0.00","5","Rain","236<br />","Tokyo (JPN)","Autumn"
"6633",2014-12-12,"53","50","46","39","32","27","62","49","40","29.89","29.82","29.74","6","6","6","23","13","33","0.00","6","","8<br />","Tokyo (JPN)","Autumn"
"6634",2014-12-13,"55","47","39","37","29","23","87","55","30","29.86","29.79","29.71","6","6","6","24","8","","0.00","1","","263<br />","Tokyo (JPN)","Autumn"
"6635",2014-12-14,"46","40","35","27","25","23","70","50","43","30.09","30.00","29.86","6","6","6","12","8","","0.00","2","","7<br />","Tokyo (JPN)","Autumn"
"6636",2014-12-15,"50","42","35","32","25","21","61","48","35","30.30","30.20","30.09","6","6","6","14","7","","0.00","2","","10<br />","Tokyo (JPN)","Autumn"
"6637",2014-12-16,"46","42","39","41","33","23","93","76","49","30.27","29.75","29.24","6","5","2","25","9","","0.00","5","Rain","352<br />","Tokyo (JPN)","Autumn"
"6638",2014-12-17,"48","42","37","39","21","14","81","44","29","29.62","29.47","29.36","6","6","6","31","20","40","0.00","1","","234<br />","Tokyo (JPN)","Autumn"
"6639",2014-12-18,"48","40","33","19","13","5","52","34","18","30.24","29.92","29.62","6","6","6","25","11","33","0.00","1","","301<br />","Tokyo (JPN)","Autumn"
"6640",2014-12-19,"46","40","35","34","23","14","66","47","33","30.45","30.37","30.24","6","6","6","17","10","","0.00","2","","93<br />","Tokyo (JPN)","Autumn"
"6641",2014-12-20,"48","44","41","45","36","25","93","75","49","30.33","29.97","29.62","6","4","1","16","7","","0.00","6","Rain","354<br />","Tokyo (JPN)","Autumn"
"6642",2014-12-21,"53","47","41","43","37","32","93","66","47","29.83","29.76","29.65","6","6","6","14","7","","0.00","2","","346<br />","Tokyo (JPN)","Winter"
"6643",2014-12-22,"51","45","39","39","23","12","81","44","22","29.86","29.80","29.74","6","6","6","17","10","28","0.00","1","","241<br />","Tokyo (JPN)","Winter"
"6644",2014-12-23,"51","45","39","28","23","18","56","42","30","30.18","30.07","29.86","6","6","6","16","10","","0.00","1","","327<br />","Tokyo (JPN)","Winter"
"6645",2014-12-24,"57","48","39","36","29","21","66","53","27","30.18","29.98","29.74","6","6","6","12","6","","0.00","3","","358<br />","Tokyo (JPN)","Winter"
"6646",2014-12-25,"50","46","42","30","26","18","61","45","34","29.98","29.87","29.74","6","6","6","18","11","","0.00","4","Rain","347<br />","Tokyo (JPN)","Winter"
"6647",2014-12-26,"48","42","35","23","19","14","52","38","25","30.12","30.05","29.98","6","6","6","20","13","","0.00","2","","344<br />","Tokyo (JPN)","Winter"
"6648",2014-12-27,"46","42","39","21","17","10","49","36","29","30.33","30.25","30.12","6","6","6","25","17","37","0.00","1","","341<br />","Tokyo (JPN)","Winter"
"6649",2014-12-28,"46","40","33","30","24","19","60","51","42","30.30","30.18","30.04","6","6","6","10","7","","0.00","3","","351<br />","Tokyo (JPN)","Winter"
"6650",2014-12-29,"46","42","39","41","36","25","93","80","49","30.04","29.77","29.62","6","5","2","17","8","","0.00","6","Rain","344<br />","Tokyo (JPN)","Winter"
"6651",2014-12-30,"51","45","39","45","39","34","93","74","62","29.80","29.74","29.65","6","6","6","13","5","","0.00","2","","88<br />","Tokyo (JPN)","Winter"
"6652",2014-12-31,"53","45","37","41","36","30","93","67","41","29.86","29.70","29.36","6","6","4","26","7","38","0.00","2","","213<br />","Tokyo (JPN)","Winter"
"6654",2015-01-01,"46","40","33","39","19","9","76","45","33","29.80","29.59","29.36","6","6","3","29","17","43","0.00","3","Snow","328<br />","Tokyo (JPN)","Winter"
"6655",2015-01-02,"42","36","30","25","16","7","53","41","27","29.92","29.82","29.74","6","6","6","13","7","","0.00","2","","302<br />","Tokyo (JPN)","Winter"
"6656",2015-01-03,"46","39","32","25","18","9","60","42","22","30.01","29.95","29.80","6","6","6","14","10","","0.00","1","","298<br />","Tokyo (JPN)","Winter"
"6657",2015-01-04,"46","40","33","32","25","19","65","53","43","30.01","29.91","29.83","6","6","6","8","4","","0.00","2","","301<br />","Tokyo (JPN)","Winter"
"6658",2015-01-05,"53","45","37","39","31","25","76","59","33","30.09","30.02","29.92","6","6","6","18","8","","0.00","1","","45<br />","Tokyo (JPN)","Winter"
"6659",2015-01-06,"60","52","44","55","42","25","94","65","43","30.01","29.58","29.33","6","6","2","33","19","53","0.00","5","Rain","228<br />","Tokyo (JPN)","Winter"
"6660",2015-01-07,"50","46","41","23","19","16","46","38","27","29.68","29.59","29.47","6","6","6","26","20","37","0.00","4","","342<br />","Tokyo (JPN)","Winter"
"6661",2015-01-08,"51","45","39","25","16","12","42","32","21","29.83","29.77","29.71","6","6","6","23","19","33","0.00","1","","327<br />","Tokyo (JPN)","Winter"
"6662",2015-01-09,"51","46","41","23","15","10","40","30","19","29.89","29.84","29.80","6","6","6","22","16","32","0.00","1","","330<br />","Tokyo (JPN)","Winter"
"6663",2015-01-10,"51","45","39","23","15","9","43","30","18","29.92","29.85","29.80","6","6","6","20","13","30","0.00","1","","333<br />","Tokyo (JPN)","Winter"
"6664",2015-01-11,"51","43","35","32","25","21","60","46","35","29.95","29.85","29.74","6","6","6","24","10","31","0.00","2","Rain","262<br />","Tokyo (JPN)","Winter"
"6665",2015-01-12,"48","42","37","25","17","10","52","36","25","30.21","30.06","29.89","6","6","6","25","17","37","0.00","1","","326<br />","Tokyo (JPN)","Winter"
"6666",2015-01-13,"51","43","35","27","21","16","48","39","28","30.39","30.33","30.21","6","6","6","16","12","","0.00","1","","326<br />","Tokyo (JPN)","Winter"
"6667",2015-01-14,"48","42","37","41","29","21","76","55","42","30.39","30.31","30.15","6","6","6","10","5","","0.00","4","","29<br />","Tokyo (JPN)","Winter"
"6668",2015-01-15,"48","44","39","41","37","28","93","79","50","30.15","29.84","29.59","6","4","1","28","11","37","0.00","6","Rain","352<br />","Tokyo (JPN)","Winter"
"6669",2015-01-16,"51","46","42","46","35","28","93","61","46","29.95","29.88","29.74","6","6","6","20","11","","0.00","4","Rain","58<br />","Tokyo (JPN)","Winter"
"6670",2015-01-17,"51","44","37","46","26","12","93","52","31","29.98","29.74","29.62","6","6","6","29","12","40","0.00","2","","320<br />","Tokyo (JPN)","Winter"
"6671",2015-01-18,"50","42","35","23","15","9","46","34","22","30.06","30.03","29.98","6","6","6","20","12","32","0.00","1","","310<br />","Tokyo (JPN)","Winter"
"6672",2015-01-19,"50","42","33","36","25","18","62","48","37","29.98","29.85","29.74","6","6","6","18","7","18","0.00","1","","2<br />","Tokyo (JPN)","Winter"
"6673",2015-01-20,"51","46","41","28","22","19","57","41","30","30.33","30.13","29.98","6","6","6","18","14","29","0.00","1","","341<br />","Tokyo (JPN)","Winter"
"6674",2015-01-21,"41","38","35","37","30","19","93","74","42","30.42","30.29","30.15","6","5","2","17","12","","0.00","6","Rain-Snow","343<br />","Tokyo (JPN)","Winter"
"6675",2015-01-22,"44","42","41","43","39","36","93","89","81","30.15","29.85","29.53","6","5","3","16","11","","0.00","6","Rain","353<br />","Tokyo (JPN)","Winter"
"6676",2015-01-23,"53","48","41","43","31","18","93","59","34","29.98","29.71","29.50","6","6","3","29","14","40","0.00","3","Rain","341<br />","Tokyo (JPN)","Winter"
"6677",2015-01-24,"46","44","41","30","22","16","57","44","36","30.21","30.12","29.98","6","6","6","23","15","36","0.00","4","","9<br />","Tokyo (JPN)","Winter"
"6678",2015-01-25,"51","44","37","43","34","27","76","63","47","30.36","30.31","30.18","6","6","6","12","6","","0.00","2","","27<br />","Tokyo (JPN)","Winter"
"6679",2015-01-26,"57","50","44","48","42","37","93","76","66","30.33","30.17","29.98","6","6","3","15","8","","0.00","4","Rain","354<br />","Tokyo (JPN)","Winter"
"6680",2015-01-27,"57","50","44","48","43","30","93","79","44","29.98","29.81","29.68","6","4","2","24","12","29","0.00","5","Rain-Thunderstorm","353<br />","Tokyo (JPN)","Winter"
"6681",2015-01-28,"46","42","37","37","22","12","81","46","25","30.21","30.02","29.83","6","6","6","24","17","33","0.00","4","Rain","360<br />","Tokyo (JPN)","Winter"
"6682",2015-01-29,"42","38","33","32","21","14","66","47","34","30.36","30.29","30.21","6","6","6","20","13","","0.00","2","","48<br />","Tokyo (JPN)","Winter"
"6683",2015-01-30,"42","38","35","37","34","27","93","87","57","30.24","30.02","29.74","6","4","2","20","12","","0.00","6","Rain-Snow","343<br />","Tokyo (JPN)","Winter"
"6684",2015-01-31,"50","44","37","37","24","10","93","52","20","29.98","29.85","29.74","6","6","6","30","13","44","0.00","1","","318<br />","Tokyo (JPN)","Winter"
"6685",2015-02-01,"46","40","35","21","14","9","39","33","23","30.15","30.07","29.98","6","6","6","24","19","36","0.00","1","","330<br />","Tokyo (JPN)","Winter"
"6686",2015-02-02,"48","42","37","21","15","10","45","33","25","30.18","30.14","30.09","6","6","6","29","18","41","0.00","1","","334<br />","Tokyo (JPN)","Winter"
"6687",2015-02-03,"48","42","37","28","22","18","61","45","34","30.21","30.16","30.12","6","6","6","18","13","","0.00","1","","20<br />","Tokyo (JPN)","Winter"
"6688",2015-02-04,"46","42","39","34","26","21","70","53","40","30.18","30.10","30.04","6","6","6","17","10","","0.00","3","","62<br />","Tokyo (JPN)","Winter"
"6689",2015-02-05,"42","40","37","36","34","32","93","85","66","30.04","29.92","29.83","6","5","3","16","13","","0.00","6","Rain-Snow","11<br />","Tokyo (JPN)","Winter"
"6690",2015-02-06,"51","42","32","34","29","19","93","63","30","30.18","29.98","29.86","6","6","3","17","9","","0.00","1","Rain","317<br />","Tokyo (JPN)","Winter"
"6691",2015-02-07,"48","44","39","37","29","23","81","59","43","30.24","30.16","30.09","6","6","6","15","8","","0.00","5","Rain","42<br />","Tokyo (JPN)","Winter"
"6692",2015-02-08,"44","40","37","39","37","34","93","83","70","30.06","29.82","29.65","6","5","2","12","6","","0.00","4","Fog-Rain","355<br />","Tokyo (JPN)","Winter"
"6693",2015-02-09,"39","37","35","36","21","10","93","53","35","29.89","29.80","29.68","6","6","2","29","15","39","0.00","4","Fog-Snow","350<br />","Tokyo (JPN)","Winter"
"6694",2015-02-10,"44","37","30","32","22","16","70","52","39","29.89","29.84","29.80","6","6","6","13","8","","0.00","1","","197<br />","Tokyo (JPN)","Winter"
"6695",2015-02-11,"50","42","33","36","26","19","66","52","40","29.95","29.87","29.80","6","6","6","13","7","","0.00","1","","262<br />","Tokyo (JPN)","Winter"
"6696",2015-02-12,"53","46","39","39","30","27","66","53","38","29.80","29.65","29.53","6","6","6","17","8","23","0.00","1","","358<br />","Tokyo (JPN)","Winter"
"6697",2015-02-13,"50","42","35","37","21","9","93","47","24","29.77","29.60","29.53","6","6","4","26","10","34","0.00","4","Rain","327<br />","Tokyo (JPN)","Winter"
"6698",2015-02-14,"51","42","32","25","12","5","46","31","16","29.92","29.86","29.80","6","6","6","18","10","31","0.00","1","","283<br />","Tokyo (JPN)","Winter"
"6699",2015-02-15,"51","42","33","30","20","10","60","41","29","29.95","29.89","29.80","6","6","6","40","14","59","0.00","1","","327<br />","Tokyo (JPN)","Winter"
"6700",2015-02-16,"53","45","37","36","20","10","66","38","19","30.01","29.92","29.86","6","6","6","22","14","","0.00","1","","22<br />","Tokyo (JPN)","Winter"
"6701",2015-02-17,"42","40","37","37","34","28","93","76","61","29.95","29.90","29.83","6","6","4","18","14","","0.00","6","Rain","22<br />","Tokyo (JPN)","Winter"
"6702",2015-02-18,"41","40","39","37","37","36","93","89","87","29.83","29.76","29.68","6","6","2","22","14","33","0.00","6","Rain","351<br />","Tokyo (JPN)","Winter"
"6703",2015-02-19,"51","43","35","41","35","30","93","72","44","30.01","29.84","29.77","6","6","6","20","10","","0.00","2","","21<br />","Tokyo (JPN)","Winter"
"6704",2015-02-20,"50","44","39","37","35","34","87","73","58","30.27","30.12","30.01","6","6","6","18","9","","0.00","2","Rain","60<br />","Tokyo (JPN)","Winter"
"6705",2015-02-21,"48","44","39","36","33","27","87","69","46","30.39","30.34","30.30","6","6","6","16","9","","0.00","2","","71<br />","Tokyo (JPN)","Winter"
"6706",2015-02-22,"53","46","41","54","39","34","100","81","70","30.33","30.18","29.95","6","4","2","14","7","","0.00","6","Rain","26<br />","Tokyo (JPN)","Winter"
"6707",2015-02-23,"66","56","46","57","51","45","100","86","64","29.95","29.83","29.68","6","4","2","31","17","37","0.00","5","Rain","120<br />","Tokyo (JPN)","Winter"
"6708",2015-02-24,"53","50","48","46","43","37","93","77","62","29.95","29.89","29.83","6","6","4","15","9","","0.00","6","Rain","44<br />","Tokyo (JPN)","Winter"
"6709",2015-02-25,"51","48","46","41","38","36","76","67","58","30.15","30.06","29.95","6","6","6","16","11","","0.00","5","","63<br />","Tokyo (JPN)","Winter"
"6710",2015-02-26,"46","44","42","43","41","37","93","86","71","30.18","30.00","29.71","6","5","3","15","11","","0.00","6","Rain","357<br />","Tokyo (JPN)","Winter"
"6711",2015-02-27,"55","48","41","43","30","16","93","55","29","30.01","29.78","29.62","6","6","6","29","10","45","0.00","4","Fog","332<br />","Tokyo (JPN)","Winter"
"6712",2015-02-28,"50","44","39","36","22","14","66","41","28","30.33","30.21","30.01","6","6","6","25","16","29","0.00","3","","19<br />","Tokyo (JPN)","Winter"
"6713",2015-03-01,"50","46","42","45","41","36","100","83","62","30.27","29.80","29.44","6","4","1","26","12","37","0.00","6","Rain","345<br />","Tokyo (JPN)","Winter"
"6714",2015-03-02,"55","50","44","39","26","19","66","40","26","30.04","29.79","29.47","6","6","6","29","19","41","0.00","2","Rain","340<br />","Tokyo (JPN)","Winter"
"6715",2015-03-03,"46","44","41","37","31","25","87","62","43","30.15","30.08","29.92","6","6","6","13","10","","0.00","6","Rain","19<br />","Tokyo (JPN)","Winter"
"6716",2015-03-04,"60","50","39","48","40","32","93","77","45","29.92","29.67","29.56","6","5","2","21","10","","0.00","4","Rain","351<br />","Tokyo (JPN)","Winter"
"6717",2015-03-05,"55","50","44","43","28","19","82","44","28","30.12","29.95","29.74","6","6","6","20","12","","0.00","2","","7<br />","Tokyo (JPN)","Winter"
"6718",2015-03-06,"50","46","42","39","32","23","87","59","40","30.27","30.21","30.15","6","6","6","16","13","","0.00","5","Rain","40<br />","Tokyo (JPN)","Winter"
"6719",2015-03-07,"46","44","41","41","38","37","87","81","76","30.27","30.21","30.15","6","6","4","18","15","","0.00","6","Rain","11<br />","Tokyo (JPN)","Winter"
